name,datetime,humidity,precip,windspeed,cloudcover,visibility,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c,precip_chance
Arima,2005-08-16,84.6,0.0,13.9,88.2,8.9,33.0,24.1,27.4,39.3,24.1,30.3,24.4,0
Arima,2005-08-17,79.0,0.0254,10.3,60.4,9.2,33.1,24.1,28.2,39.3,24.1,31.2,23.9,1
Arima,2005-08-18,77.9,0.0254,13.8,67.4,8.9,32.6,23.9,28.1,36.9,23.9,30.7,23.5,1
Arima,2005-08-19,88.9,8.001,11.4,74.2,7.7,29.6,24.8,26.6,35.4,24.8,28.6,24.6,1
Arima,2005-08-20,80.5,0.0,11.4,45.4,7.4,33.0,23.7,27.9,39.3,23.7,30.7,23.8,0
Arima,2005-08-21,82.3,0.1524,13.7,63.1,6.4,32.9,23.9,27.4,38.1,23.9,29.8,23.8,1
Arima,2005-08-22,86.9,20.5486,13.8,83.7,7.1,32.1,23.7,26.4,38.0,23.7,28.0,23.9,1
Arima,2005-08-23,79.3,0.0,10.3,47.8,7.2,33.0,24.1,28.1,38.2,24.1,31.1,23.8,0
Arima,2005-08-24,81.8,1.1938,13.7,74.9,7.2,32.0,24.1,27.6,38.1,24.1,30.2,23.9,1
Arima,2005-08-25,82.1,0.7874,16.0,67.1,7.8,33.0,25.1,27.5,39.3,25.1,29.6,23.9,1
Arima,2005-08-26,82.8,0.0,9.2,48.3,8.7,33.0,23.1,27.2,40.7,23.1,30.1,23.8,0
Arima,2005-08-27,79.5,0.0,11.4,49.9,9.1,33.0,23.1,27.4,39.3,23.1,30.2,23.3,0
Arima,2005-08-28,79.5,0.4826,11.4,46.6,9.0,34.0,24.1,28.2,40.7,24.1,31.6,24.1,1
Arima,2005-08-29,78.1,0.0,10.3,73.6,8.6,33.1,24.6,28.6,40.6,24.6,31.8,24.1,0
Arima,2005-08-30,81.8,0.0254,10.3,75.0,9.1,33.0,24.6,27.6,39.3,24.6,29.8,24.0,1
Arima,2005-08-31,77.5,0.0,18.3,52.1,8.5,33.1,24.1,28.7,39.4,24.1,32.3,24.1,0
Arima,2005-09-01,86.2,23.8252,12.8,68.1,8.4,32.1,24.1,27.4,40.8,24.1,30.8,24.8,1
Arima,2005-09-02,83.4,3.0226,12.8,42.6,8.2,32.1,25.1,28.1,39.2,25.1,31.5,24.8,1
Arima,2005-09-03,78.5,0.4826,11.4,42.4,7.2,33.0,24.1,28.4,39.3,24.1,31.2,23.9,1
Arima,2005-09-04,77.2,0.0,14.9,34.5,8.1,34.0,23.1,28.1,39.4,23.1,31.1,23.4,0
Arima,2005-09-05,81.5,0.2032,8.1,66.6,7.5,32.1,24.1,27.3,38.1,24.1,29.7,23.7,1
Arima,2005-09-06,78.6,0.0,12.8,76.6,8.7,33.0,23.8,28.3,39.3,23.8,31.7,23.9,0
Arima,2005-09-07,76.1,0.0,15.0,57.9,8.3,34.0,25.1,29.0,40.7,25.1,32.3,24.0,0
Arima,2005-09-08,77.2,0.0,11.4,65.6,8.2,33.3,24.1,28.5,38.2,24.1,31.4,23.7,0
Arima,2005-09-09,75.3,0.0,16.0,60.4,8.3,34.1,25.1,29.1,40.7,25.1,32.3,23.8,0
Arima,2005-09-10,74.5,0.0,12.8,43.2,7.4,34.3,25.1,29.2,38.6,25.1,32.3,23.7,0
Arima,2005-09-11,78.6,11.8618,13.9,69.6,7.6,34.0,24.7,28.2,39.4,24.7,30.9,23.8,1
Arima,2005-09-12,79.0,2.8448,14.9,37.5,8.3,34.0,24.8,28.4,39.4,24.8,31.4,24.1,1
Arima,2005-09-13,79.6,0.0,10.3,53.6,6.6,33.6,24.1,28.2,39.3,24.1,30.9,23.9,0
Arima,2005-09-14,78.8,0.0,11.4,46.1,6.6,33.1,24.1,28.2,39.3,24.1,31.1,23.8,0
Arima,2005-09-15,77.4,0.0,19.4,79.4,6.9,33.1,25.1,28.6,38.2,25.1,31.6,23.9,0
Arima,2005-09-16,78.1,0.0,34.2,88.2,8.0,34.0,24.7,28.3,39.4,24.7,31.2,23.9,0
Arima,2005-09-17,82.1,0.7874,11.3,89.9,8.2,32.1,23.6,27.3,39.3,23.6,30.0,23.8,1
Arima,2005-09-18,85.5,1.9812,13.8,86.7,9.6,32.6,23.1,26.7,38.1,23.1,28.8,23.9,1
Arima,2005-09-19,89.3,2.9718,6.9,89.9,7.1,32.0,24.1,26.7,39.3,24.1,28.9,24.7,1
Arima,2005-09-20,87.1,14.808199999999998,16.0,84.9,7.3,31.8,24.7,27.2,40.4,24.7,30.3,24.8,1
Arima,2005-09-21,88.7,58.4962,19.4,89.9,7.1,32.3,24.9,27.1,40.9,24.9,29.8,24.9,1
Arima,2005-09-22,84.6,2.9718,11.4,88.4,6.5,33.0,24.8,28.0,40.7,24.8,31.7,25.0,1
Arima,2005-09-23,77.4,0.0,12.7,52.2,8.1,34.3,25.1,29.0,40.2,25.1,32.6,24.3,0
Arima,2005-09-24,84.7,0.1016,16.0,86.5,7.1,32.3,24.6,27.4,37.9,24.6,29.8,24.4,1
Arima,2005-09-25,90.5,7.264399999999999,11.4,83.7,7.3,31.1,23.7,25.9,37.9,23.7,27.4,24.2,1
Arima,2005-09-26,82.2,4.5974,18.3,72.0,7.9,32.1,23.7,27.6,39.3,23.7,30.3,24.0,1
Arima,2005-09-27,83.6,0.0,16.1,60.0,7.0,33.1,25.1,27.6,40.7,25.1,30.2,24.4,0
Arima,2005-09-28,80.1,0.0,13.9,83.7,7.9,33.1,25.1,28.4,39.4,25.1,32.1,24.4,0
Arima,2005-09-29,80.9,0.0,12.7,81.2,7.0,32.8,24.1,27.7,39.3,24.1,30.2,23.9,0
Arima,2005-09-30,83.4,5.0292,8.1,71.7,8.4,32.1,24.1,27.3,38.0,24.1,29.8,24.1,1
Arima,2005-10-01,77.3,0.0,12.7,57.4,8.6,33.1,23.1,28.3,39.4,23.1,31.7,23.7,0
Arima,2005-10-02,76.9,35.66159999999999,11.4,79.5,8.9,34.6,23.1,28.4,39.4,23.1,30.9,23.5,1
Arima,2005-10-03,82.4,1.9812,10.2,89.5,8.3,34.0,23.1,27.6,40.7,23.1,30.4,24.0,1
Arima,2005-10-04,85.8,42.3672,13.8,70.4,9.2,35.0,23.9,26.8,40.7,23.9,28.7,23.9,1
Arima,2005-10-05,82.8,0.0,13.9,84.9,7.7,34.1,23.9,27.6,40.7,23.9,30.8,24.2,0
Arima,2005-10-06,76.8,0.0,11.5,54.6,8.6,33.1,25.1,28.5,38.2,25.1,31.2,23.7,0
Arima,2005-10-07,79.8,2.9718,12.8,64.1,8.5,33.1,25.7,28.7,40.8,25.7,32.8,24.8,1
Arima,2005-10-08,82.6,1.4732,11.4,81.2,8.6,33.1,25.1,27.8,39.4,25.1,30.8,24.4,1
Arima,2005-10-09,78.3,0.0,8.1,88.2,9.2,33.0,24.4,28.2,39.3,24.4,30.9,23.7,0
Arima,2005-10-10,79.9,0.0,9.1,84.2,9.3,33.1,22.9,27.8,39.3,22.9,31.1,23.7,0
Arima,2005-10-11,81.4,0.0,17.1,90.0,8.7,34.0,24.1,27.6,39.3,24.1,29.7,23.8,0
Arima,2005-10-12,82.2,2.9718,12.7,71.9,10.5,34.0,24.1,27.4,39.7,24.1,29.4,23.8,1
Arima,2005-10-13,82.9,0.0254,10.3,79.5,8.5,33.0,24.1,27.9,40.8,24.1,31.3,24.5,1
Arima,2005-10-14,86.4,0.3048,14.9,60.4,8.7,31.7,24.9,26.8,38.7,24.9,28.4,24.2,1
Arima,2005-10-15,79.8,0.0,13.9,56.5,8.8,33.1,24.1,28.3,39.3,24.1,31.4,24.2,0
Arima,2005-10-16,77.9,0.0,11.4,57.5,8.7,34.1,24.1,28.5,40.7,24.1,31.6,23.9,0
Arima,2005-10-17,82.3,23.1394,11.4,90.8,8.6,31.1,23.6,26.9,35.6,23.6,29.0,23.5,1
Arima,2005-10-18,79.8,0.0,11.5,67.5,8.7,33.1,24.1,27.9,39.4,24.1,30.8,23.8,0
Arima,2005-10-19,76.7,0.0,11.4,39.5,8.9,34.0,23.1,28.1,38.3,23.1,30.5,23.2,0
Arima,2005-10-20,88.1,8.001,17.2,62.3,8.0,31.0,24.1,26.3,37.3,24.1,27.9,24.1,1
Arima,2005-10-21,89.6,24.9174,23.0,81.8,7.2,30.6,24.1,25.9,36.7,24.1,27.3,24.1,1
Arima,2005-10-22,83.6,0.254,13.9,90.0,8.4,32.1,25.1,27.7,39.2,25.1,30.5,24.5,1
Arima,2005-10-23,87.4,0.9906,12.7,90.0,7.6,31.1,24.6,27.1,36.7,24.6,29.6,24.8,1
Arima,2005-10-24,87.5,11.811,20.8,85.0,6.8,29.1,24.1,26.4,34.7,24.1,27.9,24.1,1
Arima,2005-10-25,91.8,17.272000000000002,12.8,88.3,5.7,29.1,24.1,25.6,33.7,24.1,26.4,24.1,1
Arima,2005-10-26,83.2,6.2738,13.9,83.5,9.5,32.1,23.1,27.2,38.1,23.1,29.4,23.8,1
Arima,2005-10-27,87.0,0.0,7.0,90.9,9.0,30.1,23.7,26.7,36.3,23.7,28.9,24.3,0
Arima,2005-10-28,85.6,4.648199999999999,16.1,85.8,7.5,32.1,24.1,27.1,38.3,24.1,29.6,24.3,1
Arima,2005-10-29,89.2,8.2296,11.4,83.8,7.1,29.6,23.9,25.8,35.4,23.9,27.3,23.9,1
Arima,2005-10-30,88.6,4.013199999999999,16.0,75.5,7.9,31.1,24.1,26.6,38.6,24.1,28.7,24.5,1
Arima,2005-10-31,85.2,0.0508,16.0,65.8,8.5,32.1,24.1,27.2,38.1,24.1,29.9,24.3,1
Arima,2005-11-01,85.6,0.7619999999999999,14.9,79.3,7.6,30.8,24.2,26.9,37.6,24.2,29.1,24.2,1
Arima,2005-11-02,82.2,0.9906,15.0,79.2,8.0,32.0,25.1,27.7,38.0,25.1,30.5,24.3,1
Arima,2005-11-03,85.8,0.0,17.2,58.5,8.2,32.0,24.1,26.8,38.0,24.1,28.7,24.0,0
Arima,2005-11-04,87.4,5.6388,14.9,76.0,6.3,32.0,23.1,26.2,36.2,23.1,27.5,23.7,1
Arima,2005-11-05,90.2,38.481,17.2,85.9,5.3,30.1,24.1,26.0,36.3,24.1,27.3,24.2,1
Arima,2005-11-06,91.5,8.4836,11.4,89.5,6.7,30.3,23.2,25.6,36.3,23.2,26.6,24.0,1
Arima,2005-11-07,85.1,0.0,11.4,84.6,7.6,30.1,24.1,26.7,36.3,24.1,28.6,23.9,0
Arima,2005-11-08,87.7,0.3302,14.9,67.6,7.9,30.8,24.1,26.3,36.7,24.1,27.7,23.9,1
Arima,2005-11-09,89.8,9.8552,7.0,72.7,6.7,31.3,23.1,26.2,37.8,23.1,27.8,24.2,1
Arima,2005-11-10,85.9,0.0,12.8,82.6,8.5,31.0,24.1,27.0,37.8,24.1,29.6,24.3,0
Arima,2005-11-11,90.4,24.6888,9.2,82.4,7.5,31.1,23.9,25.9,36.7,23.9,27.3,24.2,1
Arima,2005-11-12,86.0,0.0,11.4,80.1,7.6,32.0,24.1,26.8,39.2,24.1,29.4,24.2,0
Arima,2005-11-13,90.6,45.5422,10.3,78.9,6.1,31.3,23.7,25.7,37.1,23.7,26.7,23.9,1
Arima,2005-11-14,94.5,7.289799999999999,11.4,94.6,6.3,26.1,23.1,24.8,26.1,23.1,24.8,23.8,1
Arima,2005-11-15,95.1,31.496,15.0,90.5,4.5,26.3,24.1,24.9,26.3,24.1,24.9,24.0,1
Arima,2005-11-16,85.3,3.8608,19.4,73.5,7.9,30.6,23.1,26.5,35.7,23.1,28.5,23.7,1
Arima,2005-11-17,86.1,17.0942,12.7,90.0,7.0,30.9,24.1,26.3,36.5,24.1,27.9,23.7,1
Arima,2005-11-18,87.6,1.0668,9.1,88.1,7.7,30.1,24.1,26.3,35.2,24.1,28.1,24.0,1
Arima,2005-11-19,91.6,18.9484,13.9,87.9,7.5,29.1,23.1,24.6,34.7,23.1,24.9,23.2,1
Arima,2005-11-20,85.5,0.0508,13.9,81.9,8.7,30.8,23.3,26.5,36.6,23.3,28.4,23.7,1
Arima,2005-11-21,83.5,2.9718,15.0,76.2,8.0,31.1,24.4,27.3,36.7,24.4,29.6,24.1,1
Arima,2005-11-22,81.8,0.0,11.4,82.1,10.4,32.0,23.1,26.8,36.9,23.1,28.4,23.1,0
Arima,2005-11-23,78.9,0.0,11.4,77.6,9.3,32.1,24.1,27.5,36.9,24.1,29.4,23.2,0
Arima,2005-11-24,78.0,0.0,11.4,81.9,10.4,32.0,23.1,27.3,35.9,23.1,29.3,22.8,0
Arima,2005-11-25,75.7,1.1176,13.8,69.2,8.9,33.0,22.6,27.6,36.4,22.6,29.3,22.4,1
Arima,2005-11-26,78.5,0.0,10.3,76.1,9.1,33.0,23.2,26.9,37.1,23.2,28.6,22.6,0
Arima,2005-11-27,75.9,1.0414,9.1,89.4,9.3,33.1,21.7,26.7,36.2,21.7,27.9,21.5,1
Arima,2005-11-28,73.7,0.0,10.2,53.6,9.4,33.1,22.1,26.7,34.9,22.1,27.6,20.9,0
Arima,2005-11-29,77.9,0.0,4.7,75.0,8.5,32.0,20.1,25.6,35.0,20.1,26.6,21.0,0
Arima,2005-11-30,76.0,0.0,6.8,90.0,8.9,32.3,20.1,25.8,34.2,20.1,26.7,20.7,0
Arima,2005-12-01,78.0,0.0,9.1,63.5,9.4,34.0,20.9,26.2,37.4,20.9,27.5,21.6,0
Arima,2005-12-02,87.3,5.0546,9.2,82.1,7.8,29.0,22.7,25.4,33.7,22.7,26.7,23.1,1
Arima,2005-12-03,88.0,2.286,17.2,73.9,7.5,30.6,22.9,25.3,35.1,22.9,26.1,22.9,1
Arima,2005-12-04,97.3,88.95079999999999,11.3,96.6,4.7,25.1,23.1,23.7,25.1,23.1,23.7,23.3,1
Arima,2005-12-05,87.9,24.6634,15.0,88.4,7.3,31.0,22.1,25.6,36.6,22.1,27.2,23.3,1
Arima,2005-12-06,82.3,0.0,13.9,71.3,8.2,30.0,23.1,26.2,34.2,23.1,27.6,22.8,0
Arima,2005-12-07,83.5,4.0894,13.8,63.0,6.9,30.0,22.1,25.9,34.8,22.1,27.4,22.8,1
Arima,2005-12-08,89.3,14.782799999999998,20.7,82.1,7.1,29.1,23.6,25.2,32.8,23.6,25.9,23.2,1
Arima,2005-12-09,77.5,0.9906,20.7,76.7,7.7,30.1,24.1,26.9,33.4,24.1,28.3,22.4,1
Arima,2005-12-10,79.1,0.0,22.8,78.9,8.2,29.6,25.1,26.8,33.7,25.1,28.3,22.8,0
Arima,2005-12-11,78.8,0.0508,20.7,81.8,7.7,30.0,23.6,26.7,33.4,23.6,28.2,22.6,1
Arima,2005-12-12,78.4,0.0,13.9,45.2,7.7,32.0,21.1,26.4,35.9,21.1,27.7,21.9,0
Arima,2005-12-13,80.3,0.0,19.4,48.8,8.1,30.1,22.1,26.5,34.3,22.1,28.2,22.7,0
Arima,2005-12-14,78.4,0.0,13.8,47.2,8.6,31.1,22.6,26.6,34.8,22.6,28.2,22.2,0
Arima,2005-12-15,75.8,0.0,14.9,88.3,8.3,32.0,22.1,27.1,36.8,22.1,28.7,22.1,0
Arima,2005-12-16,88.7,4.064,11.3,82.6,6.3,30.0,23.7,25.1,34.2,23.7,25.6,23.0,1
Arima,2005-12-17,85.8,0.4826,10.3,71.9,6.6,30.1,23.1,25.6,34.2,23.1,26.9,22.9,1
Arima,2005-12-18,72.5,0.0,11.4,32.5,8.4,31.0,21.1,26.0,33.1,21.1,26.6,20.2,0
Arima,2005-12-19,74.2,0.0,16.1,38.8,9.3,31.0,21.1,25.9,33.1,21.1,26.8,20.7,0
Arima,2005-12-20,75.3,0.0,14.8,70.8,8.0,31.0,21.1,25.8,33.1,21.1,26.7,20.7,0
Arima,2005-12-21,73.5,0.0,16.0,45.8,9.1,31.0,21.9,26.1,32.4,21.9,26.8,20.4,0
Arima,2005-12-22,83.5,0.5841999999999999,18.3,66.0,6.9,30.1,22.9,25.7,33.3,22.9,26.8,22.4,1
Arima,2005-12-23,87.7,5.842,13.8,66.4,7.3,31.0,22.1,25.3,34.6,22.1,26.3,22.9,1
Arima,2005-12-24,85.9,2.794,18.3,70.9,6.5,29.1,24.1,25.9,34.6,24.1,27.4,23.3,1
Arima,2005-12-25,83.2,1.1176,11.4,58.5,7.9,31.1,21.1,25.7,35.6,21.1,27.3,22.4,1
Arima,2005-12-26,76.1,2.9718,16.0,86.2,8.5,30.5,23.7,26.6,33.4,23.7,27.7,21.8,1
Arima,2005-12-27,75.4,0.0,10.3,81.8,9.3,31.1,20.1,25.2,33.3,20.1,25.9,20.2,0
Arima,2005-12-28,77.7,0.0508,11.4,47.1,8.1,31.5,21.1,25.5,34.6,21.1,26.3,20.9,1
Arima,2005-12-29,80.0,0.0,10.2,67.6,8.2,31.0,20.1,24.5,31.4,20.1,24.9,20.4,0
Arima,2005-12-30,78.0,0.3048,19.5,67.9,8.4,30.1,20.1,25.3,32.7,20.1,26.2,20.7,1
Arima,2005-12-31,76.9,0.0,13.8,48.9,7.9,30.8,20.8,25.6,33.2,20.8,26.5,20.9,0
Arima,2006-01-01,88.8,5.0546,16.1,67.5,7.0,30.0,21.7,24.7,32.8,21.7,25.3,22.6,1
Arima,2006-01-02,91.4,2.6416,14.9,88.3,6.2,27.0,23.2,24.8,30.2,23.2,24.9,23.2,1
Arima,2006-01-03,85.4,18.8976,16.0,90.0,7.0,30.0,23.1,26.0,34.2,23.1,27.5,23.2,1
Arima,2006-01-04,93.1,24.5872,11.5,87.1,6.0,28.1,23.1,24.3,32.1,23.1,24.5,23.1,1
Arima,2006-01-05,81.7,0.0,11.4,85.0,8.3,31.0,22.2,25.7,33.8,22.2,26.8,22.1,0
Arima,2006-01-06,78.5,0.0,16.1,81.7,9.1,30.6,20.1,25.1,33.1,20.1,26.0,20.8,0
Arima,2006-01-07,74.6,0.0,13.8,70.4,9.4,31.0,21.1,25.7,33.1,21.1,26.3,20.4,0
Arima,2006-01-08,77.9,0.1016,12.7,70.0,8.0,29.6,20.1,25.1,32.1,20.1,25.9,20.6,1
Arima,2006-01-09,75.5,0.0,16.2,51.6,8.0,31.0,22.7,26.3,33.8,22.7,27.2,21.3,0
Arima,2006-01-10,80.1,0.3048,13.9,35.6,7.9,31.0,22.3,25.6,33.8,22.3,26.4,21.7,1
Arima,2006-01-11,91.1,4.0386,18.3,70.7,6.5,27.6,22.1,24.2,30.3,22.1,24.4,22.7,1
Arima,2006-01-12,89.8,14.8336,17.2,64.6,6.2,27.6,23.1,25.1,31.5,23.1,25.8,23.3,1
Arima,2006-01-13,94.5,20.5486,9.2,78.7,5.3,26.1,24.1,25.0,26.1,24.1,25.0,24.1,1
Arima,2006-01-14,82.3,0.7874,16.1,77.3,7.5,29.1,23.9,26.2,32.8,23.9,27.4,22.8,1
Arima,2006-01-15,82.7,0.0,15.0,40.8,8.2,31.0,22.1,25.9,34.6,22.1,27.2,22.4,0
Arima,2006-01-16,85.4,1.9812,20.7,75.3,6.8,29.6,22.1,25.7,33.8,22.1,26.6,22.9,1
Arima,2006-01-17,79.9,0.0,16.0,78.0,7.9,30.0,22.7,26.1,33.4,22.7,27.1,22.0,0
Arima,2006-01-18,89.9,1.9812,10.3,76.6,6.7,30.0,22.1,24.6,32.6,22.1,24.9,22.7,1
Arima,2006-01-19,76.3,5.0546,13.8,75.1,8.5,31.3,21.1,25.7,33.1,21.1,26.4,20.7,1
Arima,2006-01-20,76.5,0.0,11.4,53.8,8.8,32.0,20.1,26.1,34.2,20.1,27.1,21.2,0
Arima,2006-01-21,82.2,3.3274,19.4,61.7,7.3,30.1,23.1,26.1,34.3,23.1,27.4,22.7,1
Arima,2006-01-22,79.3,0.635,25.2,63.3,7.1,30.1,24.1,26.4,33.4,24.1,27.3,22.4,1
Arima,2006-01-23,77.5,0.3048,19.4,63.0,7.1,29.8,23.1,26.4,33.1,23.1,27.6,21.9,1
Arima,2006-01-24,93.9,86.3346,17.1,87.0,4.1,25.1,23.7,24.3,25.1,23.7,24.3,23.2,1
Arima,2006-01-25,92.4,28.701999999999995,18.3,93.7,5.6,28.0,24.1,24.9,32.0,24.1,25.1,23.6,1
Arima,2006-01-26,83.2,0.0,16.1,75.3,7.8,30.1,23.7,26.6,35.2,23.7,28.1,23.3,0
Arima,2006-01-27,86.9,3.5813999999999995,16.1,77.0,6.5,29.2,24.6,26.2,34.7,24.6,27.6,23.8,1
Arima,2006-01-28,79.4,0.4826,16.1,72.7,7.3,31.0,23.1,26.6,34.6,23.1,27.9,22.4,1
Arima,2006-01-29,81.3,0.9906,13.8,77.2,7.7,30.0,22.9,25.6,33.4,22.9,26.7,22.1,1
Arima,2006-01-30,77.3,0.0,17.2,52.8,9.5,31.0,22.1,26.0,34.6,22.1,26.9,21.4,0
Arima,2006-01-31,76.1,0.0,18.3,40.1,8.7,31.0,21.1,26.0,33.8,21.1,26.9,21.1,0
Arima,2006-02-01,79.4,0.9906,17.2,55.2,8.3,31.0,23.1,26.5,34.6,23.1,27.8,22.4,1
Arima,2006-02-02,80.6,0.0,15.0,70.9,8.0,30.1,23.8,26.4,33.4,23.8,27.7,22.7,0
Arima,2006-02-03,69.4,0.0,23.0,86.3,8.7,30.1,23.6,26.6,34.2,23.6,27.2,20.2,0
Arima,2006-02-04,76.0,0.0,16.1,89.9,8.4,30.0,21.1,25.2,32.6,21.1,25.8,20.2,0
Arima,2006-02-05,80.3,1.0414,25.0,86.3,7.2,28.8,21.1,24.6,31.7,21.1,25.2,20.7,1
Arima,2006-02-06,82.5,3.9624,17.2,67.7,7.2,29.1,22.1,24.8,31.4,22.1,25.6,21.4,1
Arima,2006-02-07,72.7,0.0,17.2,44.6,8.1,30.1,21.1,25.5,32.1,21.1,26.1,19.8,0
Arima,2006-02-08,76.9,0.0,15.0,38.4,8.7,31.0,21.1,25.4,32.1,21.1,26.0,20.6,0
Arima,2006-02-09,76.6,0.4826,18.3,59.3,8.0,30.1,23.1,26.1,32.6,23.1,27.1,21.3,1
Arima,2006-02-10,69.6,0.0,15.0,54.8,9.6,31.0,22.2,26.3,32.6,22.2,27.0,20.0,0
Arima,2006-02-11,77.5,0.0,18.3,50.2,8.7,30.8,21.1,25.1,32.6,21.1,25.8,20.4,0
Arima,2006-02-12,81.2,3.9624,16.1,81.5,7.6,29.3,22.1,25.2,32.1,22.1,26.1,21.4,1
Arima,2006-02-13,82.3,2.9718,18.3,75.7,7.4,29.2,22.1,25.3,32.1,22.1,26.1,21.8,1
Arima,2006-02-14,76.1,0.3048,19.4,42.5,8.8,29.6,22.1,25.7,31.4,22.1,26.3,20.8,1
Arima,2006-02-15,85.1,2.9464,18.3,63.1,6.8,28.8,22.1,24.7,31.8,22.1,25.5,21.8,1
Arima,2006-02-16,80.4,2.1336,20.7,58.8,7.2,30.1,21.9,25.3,32.6,21.9,26.0,21.4,1
Arima,2006-02-17,80.2,7.010400000000001,13.9,39.9,8.3,30.0,21.1,25.1,32.1,21.1,25.9,21.2,1
Arima,2006-02-18,79.5,11.049,10.3,50.4,8.6,31.0,20.3,24.5,32.4,20.3,25.1,20.3,1
Arima,2006-02-19,82.5,5.0292,5.8,61.1,8.7,31.6,19.1,24.1,33.0,19.1,24.5,20.4,1
Arima,2006-02-20,80.2,0.0,16.1,59.3,8.6,30.1,20.1,25.1,33.2,20.1,26.2,21.1,0
Arima,2006-02-21,91.9,33.3248,19.4,91.5,5.6,27.1,22.9,24.3,30.2,22.9,24.6,22.8,1
Arima,2006-02-22,78.8,1.9812,16.0,70.6,7.1,29.3,23.6,25.9,33.2,23.6,27.1,21.9,1
Arima,2006-02-23,67.9,0.0,19.4,42.6,8.5,30.0,22.1,25.9,30.9,22.1,26.4,19.2,0
Arima,2006-02-24,84.8,1.3208,18.2,70.8,6.8,28.0,21.9,24.7,31.3,21.9,25.4,21.8,1
Arima,2006-02-25,73.0,0.0,16.0,52.9,9.6,31.1,22.1,26.2,33.4,22.1,27.0,20.7,0
Arima,2006-02-26,71.5,0.0,21.9,41.3,9.6,30.1,22.4,26.3,31.9,22.4,26.9,20.4,0
Arima,2006-02-27,77.4,0.0,13.8,64.9,9.3,31.8,20.1,25.7,33.8,20.1,26.7,20.9,0
Arima,2006-02-28,76.8,0.9906,17.2,71.3,8.4,30.3,23.8,26.4,33.4,23.8,27.6,21.8,1
Arima,2006-03-01,73.4,0.0,18.4,44.9,8.4,31.0,22.1,26.1,32.6,22.1,26.8,20.6,0
Arima,2006-03-02,74.3,0.0,20.7,34.2,9.0,31.0,22.7,26.3,33.1,22.7,27.2,21.0,0
Arima,2006-03-03,76.1,0.0,17.2,46.2,8.4,32.0,23.1,26.7,35.0,23.1,28.0,21.8,0
Arima,2006-03-04,76.3,0.0,16.1,42.7,7.3,31.0,23.9,26.9,34.6,23.9,28.2,22.1,0
Arima,2006-03-05,78.0,0.0,14.9,40.8,8.1,32.0,23.1,26.4,35.8,23.1,27.6,21.9,0
Arima,2006-03-06,77.1,0.0,18.3,70.7,8.7,31.0,23.1,26.6,34.6,23.1,27.8,22.0,0
Arima,2006-03-07,77.0,0.0,18.3,90.0,8.6,31.0,23.1,26.5,34.6,23.1,27.8,21.9,0
Arima,2006-03-08,76.3,0.3048,18.3,84.2,8.7,31.0,23.1,26.4,34.6,23.1,27.6,21.7,1
Arima,2006-03-09,81.1,1.0921999999999998,13.9,85.0,7.4,32.0,22.1,25.8,35.8,22.1,26.8,22.0,1
Arima,2006-03-10,73.2,0.0,14.9,69.3,9.1,31.0,22.6,26.4,33.1,22.6,27.3,20.9,0
Arima,2006-03-11,76.7,3.8354,21.9,73.7,8.5,31.0,22.8,25.7,33.8,22.8,26.5,21.0,1
Arima,2006-03-12,71.5,0.0,17.2,85.4,8.7,31.1,20.9,25.7,31.6,20.9,26.0,19.3,0
Arima,2006-03-13,87.1,17.906999999999996,25.1,84.6,6.3,29.0,22.4,24.6,31.4,22.4,25.1,22.2,1
Arima,2006-03-14,91.8,56.896,14.0,84.0,4.8,27.1,22.8,24.6,30.2,22.8,24.9,23.1,1
Arima,2006-03-15,81.0,2.9718,16.1,89.9,5.8,30.3,24.1,26.8,35.2,24.1,28.5,23.1,1
Arima,2006-03-16,73.1,0.0,17.2,79.9,7.2,30.6,24.1,26.8,32.7,24.1,27.9,21.4,0
Arima,2006-03-17,74.3,0.0508,16.1,84.1,8.5,32.3,21.1,26.1,34.9,21.1,26.8,20.6,1
Arima,2006-03-18,78.6,0.0,13.9,69.4,8.5,31.0,23.1,26.4,33.8,23.1,27.7,22.1,0
Arima,2006-03-19,83.0,1.3208,19.5,81.6,6.8,30.1,23.1,26.1,34.1,23.1,27.2,22.8,1
Arima,2006-03-20,86.0,28.6512,17.2,88.0,5.5,29.1,23.1,25.4,32.8,23.1,26.1,22.8,1
Arima,2006-03-21,79.5,0.0,16.1,72.1,4.9,30.8,23.1,26.6,34.5,23.1,27.9,22.4,0
Arima,2006-03-22,79.8,0.7874,18.3,82.4,6.4,31.1,24.1,26.6,34.7,24.1,27.9,22.6,1
Arima,2006-03-23,73.0,0.0,18.3,51.0,7.0,31.0,23.1,26.7,33.1,23.1,27.5,21.1,0
Arima,2006-03-24,72.2,0.0,17.2,36.3,8.0,31.0,21.7,25.9,32.6,21.7,26.6,20.0,0
Arima,2006-03-25,78.6,0.0,15.0,48.4,8.3,31.1,21.9,26.4,35.6,21.9,28.2,22.2,0
Arima,2006-03-26,77.8,0.0,15.0,43.4,6.5,31.3,24.1,27.3,34.7,24.1,28.8,22.8,0
Arima,2006-03-27,76.5,0.0,18.3,46.0,6.3,31.1,23.7,27.2,35.6,23.7,28.7,22.4,0
Arima,2006-03-28,74.8,0.0,16.1,64.3,7.3,32.0,22.1,26.8,35.0,22.1,27.8,21.5,0
